Exer;RA;Cur;Ser;Per;Fingr;StIni;StFin;OriDisc;StIniDisc;StFinDisc;P1;T1;MT;MP;MF;SituaçãoFinal
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;7;4,5;6,3;4,6;5,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;9,5;9,4;6,2;7,2;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;7;7,1;5,6;6,1;PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;8;5,5;6,4;5,9;6,1;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;10;10;5,1;6,6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;1;3,5;5,3;1,3;2,5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;1;0,5;1,3;0,6;0,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;5,5;6,3;1,5;2,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;6,5;7,5;5,4;6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;4,5;8;9,1;3,9;5,5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;8,5;5,1;0,7;2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;5,5;6;6,2;4,7;5,2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;9,5;9,9;8,7;9,1;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3,5;2;2,1;1,9;2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;9;7,4;5,8;6,3;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;9;7,2;5,1;5,7;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;9;8,6;6,3;7;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5;7;5,4;4;4,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;9,5;9,8;7,1;7,9;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;10;8,5;6;6,8;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;6;7;8;3,2;4,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;7;6,3;2,5;3,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;9,5;9,1;7,1;7,7;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;9,5;8,1;5,1;6;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3,5;8;8,3;3,6;5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;2,5;8;3,9;0,6;1,6;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;6;2,8;2,2;2,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;4,5;9;8,4;1,1;3,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;1,5;4,5;2,2;0,6;1,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;10;9,4;6,5;7,4;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;6,5;7,3;6,5;6,7;PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;10;9,5;9,5;8,1;8,5;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;9,5;9,5;5,8;6,9;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9,5;10;10;8,7;9,1;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;10;8,4;6,1;6,8;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;5;2,5;1;1,5;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;1,5;7;3,3;0,9;1,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;7,5;8,6;4,9;6;PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;5,5;6,5;3,4;1,4;2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;7;6,5;2,5;2,9;2,8;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;6,5;10;8,9;5,6;6,6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5;9;8,9;5;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5;8;8,1;2,7;4,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;5,5;5,5;4,7;2,8;3,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;9,5;5,8;7,2;6,8;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;9,5;7,8;5,5;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;9;7,9;5,3;6,1;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4;8,5;7,1;1,4;3,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;10;9,2;4,7;6,1;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;7,5;7;2,9;4,1;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;4,5;8,5;9,1;5,8;6,8;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9,5;9,5;9,6;8;8,5;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;3;3;0,6;1,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;9,5;9;5,8;6,8;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;8,5;5,4;0,7;2,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;6,5;6,5;1;2,7;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;7,5;7,6;5,8;6,3;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4;5,5;6,7;3,6;4,5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;6,5;4,8;0,7;1,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;10;8,7;6,9;7,4;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;9,5;7,3;6,1;6,5;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;10;8,5;8,1;8,2;PASSOU
2016;2016;FB;1;N;VES;REG;CAN;REG;MAT;;2;7;6,9;0,7;2,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;3,5;8;3,9;0,7;1,7;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;4;6,5;2,4;1,3;1,6;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;TRG;REG;MAT;TRC;5;7;2,5;1,6;1,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;CAN;REG;MAT;;2,5;6,5;2,9;0,6;1,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;x;5,5;2,2;1,2;1,5;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;7,5;6,5;7;3,8;4,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5,5;7;6,1;4,1;4,7;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5,5;9;6,7;4,8;5,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9,5;9,5;7,1;6,3;6,5;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;5;8,5;9;2,7;4,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;5;4,6;3,4;3,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;2;6,5;7,2;3,4;4,5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;5,5;6,5;8,2;4,1;5,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;9;8;6;6,6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;6;7,5;7,1;3,7;4,7;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5;8;6,7;4,3;5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;4;7,5;5,2;3,9;4,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;7,5;8,9;6,2;7;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;10;10;6,7;7,7;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;8,5;8,6;5;6,1;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;6;4,6;1;2,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;1,5;8,5;8,5;5,4;6,3;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;6;6,3;6;6,1;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;10;9,9;6,4;7,5;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5;8;6,5;3,6;4,5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;10;9,8;4,6;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;9;2,9;0,1;0,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;4;4,4;2,6;3,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;10;9,4;6,7;7,5;PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0;x;0;0,6;0,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4,5;4;5,3;1,4;2,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;10;9,5;6,1;7,1;PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;0,5;6;2,4;0,3;0,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;8,5;9;6,5;7,3;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4,5;6;5,4;2,3;3,2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;3;0,9;0,5;0,6;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;5,5;9,5;9,4;5,7;6,8;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;4,5;5,8;6,1;6;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;7;5,9;1,5;2,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4,5;9,5;9,4;3,3;5,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;9;7,9;6,6;7;PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;6,5;6,5;6,7;8;7,6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;7;7,6;5,4;6,1;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;7,5;6,9;6,1;6,3;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;6,5;5,7;6,6;6,3;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;6;4,4;1,4;2,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;7,5;8,2;5;6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;3;9;7,9;2,5;4,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;5;4,5;2;2,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;4,5;7,5;3,3;1,6;2,1;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;6;8,5;8,9;5,5;6,5;PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;8,5;9;9;6,1;7;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;9;8,7;5,3;6,3;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;4,5;2,6;1,2;1,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;4,5;4,6;0,8;1,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3,5;6;6,7;2,7;3,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;3;3,6;1,2;1,9;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;1;4,5;3,3;0,4;1,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;3,5;6,5;3,1;0,7;1,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;7,5;9,5;8,1;4,1;5,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3;3,5;5,6;5,4;5,5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;7,5;3,7;0,9;1,7;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3,5;6,5;5,2;4,3;4,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;4;8;7,5;3,4;4,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5;7,5;5,2;3,3;3,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;10;10;5,2;6,6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;8;9;6,9;7,5;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;9;9,4;5,6;6,7;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;9,5;9,5;5,9;7;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;5;4,3;3,8;4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;3;6;1,8;0,6;1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;9,5;9,2;4,9;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;9;6,5;4,6;5,3;5,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;5;5,2;1,1;2,3;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;TRG;REG;MAT;TRC;1;3;2,1;0,4;0,9;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;RP1;3,5;6,5;6,3;3,3;4,2;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;5;6;4,4;2,1;2,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;8,5;6,6;4,3;5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;8;9,1;4,7;6;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;7,5;3,9;0,9;1,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;7,5;8;5,2;6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;7,5;8;7,4;7,6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;9;8,8;7;7,5;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;8;6,3;6;6,1;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;10;7,8;5,2;6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;8,5;8,3;6,1;6,8;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5;6,5;3,8;4,6;4,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;7,5;8,2;7,8;7,9;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5,5;7;6,6;2,8;3,9;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;3;6,5;4,3;2,1;2,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;9,5;9,2;6,8;7,5;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5;5;3,5;1,8;2,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;9;9,5;4,8;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;8,5;8,9;4,7;6;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;7;5;1,9;2,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;10;9,6;6,5;7,4;PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;4,5;8;3,3;0,9;1,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;8;7,1;6,5;6,7;PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;2,5;9;6,1;1,9;3,2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;8,5;8,4;4,9;6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9,5;9;8,5;7,9;8,1;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;8,5;9;1,5;3,8;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;8;5,8;0,5;2,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4;6;6,7;3,1;4,2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;10;8,5;7,6;7,1;7,3;PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;RP1;3,5;5,5;6,9;4,6;5,3;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;TRG;REG;MAT;TRC;1,5;0,5;0,3;0,3;0,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;3,5;6;5,5;4,9;5,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3;9,5;8,1;5,2;6,1;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;x;3,5;2,1;0;0,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;9;9;6;6,9;PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;4;8,5;6,3;3,4;4,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;4;4,5;2,7;2,2;2,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;1,5;8,5;3,7;0,5;1,5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;3,5;7,5;7,5;4,5;5,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;AP1;7;9;8;5,4;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;10;8;5,1;6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;7,5;6,8;5,6;6;PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;6;7,5;5,6;2,3;3,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;5;6,5;2;1;1,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;9,5;9,5;4,8;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;6,5;7,2;5,7;6,2;PASSOU
2016;2016;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2;6,5;4,9;1,3;2,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;5,5;7;5,4;3,4;4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;7;4,6;0,9;2;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;3,5;2,5;1,2;2,1;1,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;4,5;5,5;4,7;4,5;4,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;8,5;7,9;7,1;7,3;PASSOU
2016;2016;FB;1;N;QLF;REG;TRG;REG;MAT;TRC;2,5;4;1,2;1;1,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;4,5;1,7;0,6;0,9;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;6,5;7,5;6,5;2,7;3,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;5,5;5,3;0,7;2,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;5;8;7,3;4,2;5,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;10;10;9,5;6,2;7,2;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;7,5;5,7;6,4;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;4,5;8;8,9;3,3;5;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;7;7;6,8;4,7;5,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;9,5;7,9;6,2;6,7;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;6;6,7;1,4;3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;7,5;7,5;1,5;3,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;8,5;9;6;6,9;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5;10;8,9;4,8;6;PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;1,5;4;5,3;1,6;2,7;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;5;9;6,3;2,5;3,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;8;8,2;5,1;6;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;10;9,8;7,8;8,4;PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;6,5;3,1;0,6;1,4;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;2;5;3,2;0,4;1,2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4;9;3,5;1,7;2,2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;6,5;7,3;6,1;6,5;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;3,5;9;8,5;2,6;4,4;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;6;6,5;6,5;6;6,2;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;3,5;2,4;0,9;1,4;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;3;1,5;0,5;1,2;1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4;7;6,1;1,1;2,6;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;7,5;9;7,6;4,1;5,2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;8,5;8;5,5;6,3;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;5,5;2,4;0,5;1,1;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;3,5;5;6,9;3;4,2;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;6,5;6,3;7,2;6,9;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;9;8,6;6,1;6,9;PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;RP1;3;4;5,3;3,9;4,3;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;10;9,5;8,4;8,7;PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;6;7,5;8,3;5,6;6,4;PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;8;7,1;2,4;3,8;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4,5;8,5;6,1;4,1;4,7;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;RET;REG;MAT;RP1;4,5;9,5;7,9;3,8;5;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;RET;REG;MAT;RP1;5,5;7,5;7,8;4,4;5,4;NÃO PASSOU
2016;2016;FB;1;N;VES;REG;PRO;REG;MAT;AP1;7,5;6,5;8,1;5,3;6,1;PASSOU
2016;2016;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2,5;6,5;2,3;0,6;1,1;NÃO PASSOU
2016;2016;FB;1;D;VES;REG;TRG;REG;MAT;TRC;5;5;2,4;1;1,4;NÃO PASSOU
